Task ID,Created At,Completed At,Last Modified,Name,Assignee,Due Date,Tags,Notes,Projects,Parent Task
11819777971794,2014-04-22,2014-04-25,2014-04-25,"Invitation to view WebEx recording ""Amgen DOC Label Support-20140422 1801-1""",Edan Shalev,,,"Edan,

We had a brief call this morning with Tanya from Amgen about an issue she was having with IE9 on DOC Label. She was unable to select or unselect label sections in the lower left panel. The issue is described in the linked webex recording, in the first
5 minutes.

This issue seems to be caused by the Amgen installation of IE9, and is resolved by using Chrome. Therefore, we’ve suggested to all Amgen users to use Chrome, and request permission from IT if necessary. We should still take a look at the issue, but it
is not critical.

Thanks,

Toby

From: Doctor Evidence CS <messenger@webex.com <mailto:messenger@webex.com>>

Reply-To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Date: Tuesday, April 22, 2014 at 12:32 PM

To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Subject: Invitation to view WebEx recording ""Amgen DOC Label Support-20140422 1801-1""

I want to share the following WebEx recording with you. Click the link below to play it:

https://dre.webex.com/dre/ldr.php?RCID=e49add0ef42f06a1452adea9572d7b61 <https://dre.webex.com/dre/ldr.php?RCID=e49add0ef42f06a1452adea9572d7b61>

Amgen DOC Label Support-20140422 1801-1

April 22, 2014, 11:26 am San Francisco Time

20 mins

If you need assistance, you can contact me at
tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>.

http://www.webex.com <http://www.webex.com>",Label Issues,
11731706669105,2014-04-17,2014-04-21,2014-04-21,Xeljanz Label Not Updated,,,,"Ajay,

The most recent version of the XELJANZ label is from April, 2014, but DOC Label only shows the version from February, 2014. Could you please look into why this is the case? I would like to get back to the client no later than tomorrow (Central Time).

Thank you,

Toby

DailyMed Version:

DOC Label Version:",Label Issues,
11709966760004,2014-04-16,2014-04-24,2014-04-24,Doctor Evidence error,Asif Solkar,,,"Hi Edan and Amit,

It appears that the mapping of the section 6.4 Special Precautions for Storage duplicates the content in section 6.3 Shelf Life in the SPC labels. As an example, I ran a search for the SPC label adalimumab. In a DOC&#8482; Label search for section 6.4, the system
only shows section 6.3 twice (see below).

But, if you view this same label via the “View on EMC link” (http://www.medicines.org.uk/emc/medicine/21201#SHELF_LIFE <http://www.medicines.org.uk/emc/medicine/21201#SHELF_LIFE>), the section 6.4 does exist with content different than section
6.3 (see below).
.

Our best guess was the the section 6.4 had section 6.3 mapped to it. Could you please investigate what the problem might be and fix it, if possible? If the problem is not fixable by the end of the day tomorrow (4/17 PST), could you give us a timeline on
when it could be resolved?

Thanks!
Jin

From: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Date: Wednesday, April 16, 2014 at 4:20 PM

To: Jin Won Park <jpark@doctorevidence.com <mailto:jpark@doctorevidence.com>>

Cc: Jeff Frimpter <jfrimpter@doctorevidence.com <mailto:jfrimpter@doctorevidence.com>>, Hae Kim <hkim@doctorevidence.com <mailto:hkim@doctorevidence.com>>, Jin Won Park <help@doctorevidence.com <mailto:help@doctorevidence.com>>

Subject: Re: Doctor Evidence error

Jin,

Could you please field this inquiry internally with the tech team? I’ll get back to Kristin letting her know we are on it.

Thanks,

Toby

From: <Golumbeck>, Kristin K <kristin.golumbeck@abbvie.com <mailto:kristin.golumbeck@abbvie.com>>

Date: Wednesday, April 16, 2014 at 4:16 PM

To: Toby Sayre <help@doctorevidence.com <mailto:help@doctorevidence.com>>, Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Cc: ""Bryzinski, Ingrid S"" <Ingrid.Bryzinski@abbvie.com <mailto:Ingrid.Bryzinski@abbvie.com>>, ""Voth, Maryam A"" <maryam.voth@abbvie.com <mailto:maryam.voth@abbvie.com>>, ""Wells, Theresa M"" <theresa.wells@abbvie.com <mailto:theresa.wells@abbvie.com>>,
""Larson, Eric C"" <Eric.C.Larson@abbvie.com <mailto:Eric.C.Larson@abbvie.com>>

Subject: Doctor Evidence error

Hi Doctor Evidence,

When trying to pull information for Section “6.4 Special precautions for storage” in Doctor Evidence for SPC labels, the database is pulling Section “6.3 Shelf life” instead.  This is for both the section comparison and when you view any
of the SPC labels.  See screenshot example below.

Kind regards,

Kristin

Kristin Golumbeck, R.Ph.

Associate Director, Strategic Global Labeling

Regulatory Affairs

AbbVie Inc.

Dept. PA95, Bldg. AP30-1

1 North Waukegan Rd.

North Chicago, IL 60064

OFFICE
&#43;1 847-937-0143

FAX
&#43;1 847-937-5852

EMAIL  kristin.golumbeck@abbvie.com <mailto:kristin.golumbeck@abbvie.com>

abbvie.com <http://www.abbvie.com>

This communication may contain information that is proprietary, confidential, or exempt from disclosure. If you are not the intended recipient, please note that any
other dissemination, distribution, use or copying of this communication is strictly prohibited. Anyone who receives this message in error should notify the sender immediately by telephone or by return e-mail and delete it from his or her computer.",Label Issues,
11707764344725,2014-04-16,2014-04-18,2014-04-18,UK Label multi-word search terms not appearing,,,,"Tech Team,

I received a call from an AbbVie user with the following issue: multi-word search terms are not appearing in search results. An example is shown below, in which “also known as” is searched in the Indications and Usage section, but none of the UK labels
in the results appear to contain the term. However, US labels do contain the result.

Please let me know what kind of timeline we can expect for fixing this issue. I would like to get back to the client tomorrow.

Thank you,

Toby",Label Issues,
11699393767971,2014-04-16,2014-06-05,2014-06-05,Issue with export comparison to excel,Asif Solkar,,,tags are displaying in excel file in IE11,Label Issues,
11699393767960,2014-04-16,2014-06-06,2014-06-06,Issue with highlighting in export file and in view,Asif Solkar,,,,Label Issues,
11692466831662,2014-04-16,2014-06-06,2014-06-06,Issue on Show PIL while result grid showing only selected,sohel,,,,Label Issues,
11692466831651,2014-04-16,2014-06-10,2014-06-10,Showing all data while remove filter,sohel,,,"select some result data from result grid.
click on ""Hide Unselected"".
use filter.
then click on ""x"" button which is provide at filter, it shows all the data.


",Label Issues,
11692466831646,2014-04-16,2014-06-06,2014-06-06,Folder not existing after remove rows from it in Saved search,Ajay,,,,Label Issues,
11692466831633,2014-04-16,2014-06-10,2014-06-10,Search keyword replace existing word,Asif Solkar,,,,Label Issues,
11689264234647,2014-04-16,2014-05-23,2014-05-23,Issue if CDS is added in search result and then group by manufacturer Name,Ajay,,,,Label Issues,
11635347640923,2014-04-14,2014-05-22,2014-05-22,Issue with Dr Evidence?,Amit,,,"Amit,

Can you please look into the below issue this morning (pacific time)? I was able to reproduce it using the search parameters he lists, but it doesn’t occur for any other searches that I have found.

Thanks,

Toby

From: <Larson>, Eric C <Eric.C.Larson@abbvie.com <mailto:Eric.C.Larson@abbvie.com>>

Date: Monday, April 14, 2014 at 7:16 AM

To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Cc: ""Voth, Maryam A"" <maryam.voth@abbvie.com <mailto:maryam.voth@abbvie.com>>

Subject: Issue with Dr Evidence?

Hi Toby,
I am writing to communicate an issue I am having with Dr. Evidence – I know that there was some planned down-time this past weekend, and I am wondering
if perhaps this is impacting my search?  I am trying to complete a search within the following parameter: ‘Brand Name contains Xeljanz’.  I keep receiving the following error message:

Any thoughts?
Thanks,
Eric Larson

Eric C. Larson

Manager, Strategic Labeling

Regulatory Affairs

Dept PA95; Bldg AP30-1

1 North Waukegan Rd

North Chicago, IL 60064

OFFICE
&#43;1 847-937-2177

FAX
&#43;1 847-937-5852

EMAIL
eric.c.larson@abbvie.com <mailto:eric.c.larson@abbvie.com>

abbvie.com <http://www.abbvie.com>

This communication may contain information that is proprietary, confidential, or exempt from disclosure. If you are not the
intended recipient, please note that any other dissemination, distribution, use or copying of this communication is strictly prohibited. Anyone who receives this message in error should notify the sender immediately by telephone or by return e-mail and delete
it from his or her computer.",Label Issues,
11602572839606,2014-04-11,2014-05-22,2014-05-22,Show PILs checkbox,,,,"1)
IT is out of sync with results
2)
DEFAULT to “OFF”, because it brings in A LOT of results and I assume most people will be concerned with SPC/USPI’s",Label Issues,
11602465141352,2014-04-11,2014-05-22,2014-05-22,section list bug,Ajay,,,"To reproduce:

1)
Do a search in COMBINED LIST
2)
Load a SAVED search that was using US LIST
3)
Switch back to the new search tab and you will see this issue",Label Issues,
11579309338150,2014-04-10,2014-05-22,2014-05-22,Urgent - Near 9 Search [Label Issues],Amit,,,"Amit,

I just tested glabel, and the issues with NEAR are not fixed. In the screenshot below, I have used the same search parameters, but now none of the terms are being highlighted (not even individual terms). Also, I exported to search matrix (attached), and
it does show where the terms appear in some labels, but not all. We need to account for the blank rows.

Please let me know when these two issues can be addressed, I owe the client a response ASAP on this topic.

Thank you,

Toby

From: Dennis Wijnker <dennis@doctorevidence.com <mailto:dennis@doctorevidence.com>>

Date: Thursday, April 10, 2014 at 10:10 AM

To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>, Amit Pareek <amit@cakewalk.in <mailto:amit@cakewalk.in>>

Cc: Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>

Subject: RE: Urgent - Near 9 Search [Label Issues]

Just wanted to clarify that this has not been pushed because I was waiting for confirmation the fixes have been successfully published and verified
on glabel.
Thanks,
Dennis

From: Amit [mailto:reply-01d1b07a2584c6a5b093546dee1abef4@asana.com <mailto:reply-01d1b07a2584c6a5b093546dee1abef4@asana.com>]

Sent: Wednesday, April 9, 2014 9:13 AM

To: Dennis Wijnker

Subject: Urgent - Near 9 Search [Label Issues]

?

Amit

Upto 8779. They are checkins from multiple systems.

9:12AM on April 9

?

Dennis Wijnker attached

Changesets.png <https://app.asana.com/app/asana/-/download_asset?asset_id=11535888600553>9:11AM on April 9

?

Dennis Wijnker

Ajay <https://app.asana.com/0/1775523077593/1775523077593> - there look to be lots of changesets that refer to highlighting. Are your saying
I should ONLY push 8779? Or everything UP to and including 8779?

9:10AM on April 9

?

Dennis Wijnker

Has this been pushed to glabel and confirmed to work by Toby?

8:56AM on April 9

?

Ajay

toby sayre <https://app.asana.com/0/9408462834276/9408462834276>  We can push the update now.

Dennis Wijnker <https://app.asana.com/0/2921427381687/2921427381687>  Can you please publish to live. Changeset no. 8779 is safe to push.

7:16AM on April 9

?

toby sayre

Thank you Asif. Let’s do the full statement highlighting.

Also, Team — can you please give me an update on when we will push the search matrix export fix for this issue?

Thanks,

Toby

6:22PM on April 8

?

Asif Solkar

toby sayre <https://app.asana.com/0/9408462834276/9408462834276> we are highlighting full statement for near search for eg cytotoxic near
9 caution will highlight ""cytotoxic drug and, as with other potentially toxic compounds, caution"" this will guarantee 100% accuracy other option is to split the keywords and highlight individual keywords in the text which may be near or not be near. if you
don't like full statement highlighting let me know i will comment and enable individual keyword highlighting .

10:40AM on April 8

?

Amit

toby sayre <https://app.asana.com/0/9408462834276/9408462834276> Highlight will be fixed only in comparision panel. Not in Exports and
in View Label.

1:03AM on April 8

?

Amit

@Dennis - Nope. Asif is fixing the highlight too. He will be done on next 16 hours. U can publish then.

11:58AM on April 7

?

Dennis Wijnker assigned to Amit11:52AM
on April 7

?

Dennis Wijnker

Amit – can you or your team confirm that the fix was checked in and is ready to be pushed?

Thanks,

Dennis

From: Toby Sayre

11:52AM on April 7

?

Asif Solkar

toby sayre <https://app.asana.com/0/9408462834276/9408462834276>  the solution for near word highlight in comparison panel is nearly complete...
we r fixing some bugs... we will publish to glabel by tomm our afternoon...

10:32AM on April 7

?

Amit

toby sayre <https://app.asana.com/0/9408462834276/9408462834276> possible, we are working on it. The solution we are implementing now will
have section level accuracy. But there are chances one of the 2 keywords in the section may highlight more than once. Once with near, and once without near. I can explain it to you when we have deployed.

1:04AM on April 7

?

toby sayre

Guys, let’s also see if we can change the functionality to ONLY highlight the NEAR terms, not the other terms. Is that realistic?

Thanks

Toby

5:14PM on April 4

?

toby sayre

Confirmed fixed on glabel.

Thanks,

Toby

4:26PM on April 4

?

Amit

toby sayre <https://app.asana.com/0/9408462834276/9408462834276> &
Brittany Goettsch <https://app.asana.com/0/10795882762493/10795882762493> -  Asif Solkar <https://app.asana.com/0/9485482333006/9485482333006> fixed the issue sometime back. Ajay will test it in the morning and will update Dennis and
get it pushed. I checked locally, and its working as expected.

11:19AM on April 4

?

Amit

toby sayre <https://app.asana.com/0/9408462834276/9408462834276> yes our evening. Your friday morning. We r very close.

12:17PM on April 3

?

toby sayre

Ajay, could you please confirm which timezone? I assume you mean India Time?

Thanks,

Toby

11:50AM on April 3

?

Ajay

Brittany Goettsch <https://app.asana.com/0/10795882762493/10795882762493> : We have fixed the search matrix issue by splitting the search
keyword by ""Near"".

But we are still trying to fix it with full search keyword.

We will resolve this and update you tomorrow evening.

11:45AM on April 3

?

Brittany Goettsch

Amit, thank you. I am grateful for you looking into this.

8:52AM on April 3

?

Amit

Brittany Goettsch <https://app.asana.com/0/10795882762493/10795882762493> There is no bug in search and highlight.
There is a bug with Search Matrix which we are looking at.

The 81 results fetched are correct. When you highlight, it does'nt highlight both keywords within 9 words of each other, but highlights both of them seperately. So you will find atleast one section in the Labels listed which will have both keywords within 9
words of each other which was found by searching DB. In this case, I am finding most of them in Dosage and Administration.

3:42AM on April 3

?

Amit assigned to Asif Solkar10:19PM
on April 2

?

Brittany Goettsch attached

Search Matrix.png <https://app.asana.com/app/asana/-/download_asset?asset_id=11391014453866>6:10PM on April 2

?

Brittany Goettsch attached

Near 9 Results.jpg <https://app.asana.com/app/asana/-/download_asset?asset_id=11391014453864>6:10PM on April 2

?

Brittany Goettsch attached

Any Section.jpg <https://app.asana.com/app/asana/-/download_asset?asset_id=11391014453862>6:10PM on April 2

?

Brittany Goettsch added toby sayre
as a follower3:29PM on April 2

?

Brittany Goettsch added katia as a
follower3:29PM on April 2

?

Brittany Goettsch assigned to Amit3:28PM
on April 2

?

Brittany Goettsch added to Label Issues3:27PM
on April 2

Urgent
- Near 9 Search <https://app.asana.com/app/asana/-/log?se=%7B%22name%22%3A%22StoryNotificationEmail-Task-ClickTask%22%2C%22user%22%3A2921427381682%2C%22domain_user%22%3A2921427381686%2C%22domain%22%3A799906860946%7D&dest=https%3A%2F%2Fapp.asana.com%2F0%2F9485337757538%2F11389085531830%2Ff&hash=25b2918ca29779b953892db5e3292c88ea77225c39d51b360f5f95ef10201e8c>

Description

This is a bug I was able to replicate.

Request coming from Tanya Ramirez at Amgen.

A search for “any section” “cytotoxic near 9 caution” produces 81 labels where ‘cytotoxic' and ‘caution' are within and beyond 9 words.

The search matrix export sections for this search are also coming up empty.

Assignee

Amit

Projects

Label Issues

Attachments

Any Section.jpg <https://app.asana.com/app/asana/-/download_asset?asset_id=11391014453862>Near
9 Results.jpg <https://app.asana.com/app/asana/-/download_asset?asset_id=11391014453864>Search Matrix.png <https://app.asana.com/app/asana/-/download_asset?asset_id=11391014453866>Changesets.png <https://app.asana.com/app/asana/-/download_asset?asset_id=11535888600553>

Followers

Ajay
Amit
Asif Solkar
Brittany Goettsch
Dennis Wijnker
Edan Shalev
katia
toby sayre

Reply to this email to comment,

view and edit <https://app.asana.com/app/asana/-/log?se=%7B%22name%22%3A%22StoryNotificationEmail-Task-ClickTask%22%2C%22user%22%3A2921427381682%2C%22domain_user%22%3A2921427381686%2C%22domain%22%3A799906860946%7D&dest=https%3A%2F%2Fapp.asana.com%2F0%2F9485337757538%2F11389085531830%2Ff&hash=25b2918ca29779b953892db5e3292c88ea77225c39d51b360f5f95ef10201e8c> (as Dennis Wijnker) in Asana,

&#9829; <https://app.asana.com/app/asana/-/log?se=%7B%22name%22%3A%22StoryNotificationEmail-Task-HeartedStory%22%2C%22user%22%3A2921427381682%2C%22domain_user%22%3A2921427381686%2C%22domain%22%3A799906860946%2C%22story%22%3A11535994477047%7D&dest=https%3A%2F%2Fapp.asana.com%2F-%2Fheart%3Fitem_id%3D11535994477047%26task_id%3D11389085531830%26inbox_link%3Dhttps%253A%252F%252Fapp.asana.com%252F0%252Finbox%252F2921427381686%252F11389085531830%252F11535994477047%26hash%3Db75cf82cb077c84b134640a9f808da4065c14ccba04adf225e555a095e466423&hash=2e1e096c93053e3bca7ddcd35aad65dc3fff1ead34e011f74d2d714a30cf02e0> the newest story in this email, or
unfollow <https://app.asana.com/app/asana/-/log?se=%7B%22name%22%3A%22StoryNotificationEmail-Task-Unfollow%22%2C%22user%22%3A2921427381682%2C%22domain_user%22%3A2921427381686%2C%22domain%22%3A799906860946%7D&dest=https%3A%2F%2Fapp.asana.com%2F-%2Ffollow%3Fitem_id%3D11389085531830%26follow%3D0%26inbox_link%3Dhttps%253A%252F%252Fapp.asana.com%252F0%252Finbox%252F2921427381686%252F11389085531830%252F11535994477047%26hash%3Dab69e249fb20832a8c17bcd1c58e36654773259a26b08b8262013a9932381e4e&hash=620dd2a54c6800c324442fb25ed1023e963d8be740de17e0a79d95fc23f3c255>. You can also reply with “complete” to mark this task complete, add a teammate to the “to” field to assign
it to them, or reply with “<3” to show support for the most recent story on this email.
[#11535994477047]",Label Issues,
11389085531830,2014-04-02,2014-05-23,2014-05-23,Urgent - Near 9 Search,Amit,,,"
This is a bug I was able to replicate.
Request coming from Tanya Ramirez at Amgen. 

A search for “any section” “cytotoxic near 9 caution” produces 81 labels where ‘cytotoxic' and ‘caution' are within and beyond 9 words.

The search matrix export sections for this search are also coming up empty. 

",Label Issues,
11348307910094,2014-04-01,,2014-07-22,EPC - drug class from dailymed ,Amit,,Bugs,"Did you guys switch the drug class source to dailymed?

http://dailymed.nlm.nih.gov/dailymed/downloadIndexing.cfm <http://dailymed.nlm.nih.gov/dailymed/downloadIndexing.cfm>",Label Issues,
11325112784957,2014-03-31,,2014-10-26,DOC Label-search for new drugs1,Amit,,"Suggestion,New Feature","Edan,

There is a search I need to do for AbbVie to include only new drugs that were approved recently.  I was wondering if there is a way to search for new drugs (New molecular entities) only in DOC label?For example, if I only want to see new drugs approved
since beginning of 2014, but don’t want my search results to include the label updates that come up if I limit my search by ""revision date”.

I hope that’s something you can “turn on”? Thanks!",Label Issues,
11324344472072,2014-03-31,2014-04-07,2014-04-07,dailymed web services,Edan Shalev,,,"yep.

On 27 March 2014 01:41, Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>> wrote:

http://dailymed.nlm.nih.gov/dailymed/help.cfm#webservices <http://dailymed.nlm.nih.gov/dailymed/help.cfm#webservices>

Did you guys see this?",Label Issues,
